;NUTS_ID;Ln_BA;Fr_An_Observed;Fr_Li_Observed;Fr_An_Predicted;Fr_Li_Predicted;std;BA_Human_km2;BA_Lightning_km2
0;AT314;5.942283124137266;;;0.9973808507021403;0.0026191492978596687;0.0009864577546086577;0.0;0.0
1;AT315;7.358092132699812;;;0.9993629926366492;0.0006370073633508166;0.0010607169989698003;0.00027475781188505776;1.7513431115474517e-07
2;DE600;10.980626579817484;;;0.9999829718654459;1.70281345540646e-05;7.684232538528434e-06;0.0;0.0
3;DE714;9.543076287528597;;;0.9999283091892396;7.169081076041639e-05;4.080048097084157e-05;0.0;0.0
4;BE353;5.853605932733075;;;0.9971386775233931;0.0028613224766068646;0.0013657591569554513;0.0;0.0
5;DE737;6.9172878570844025;;;0.999010467431696;0.0009895325683040301;0.0004088841666108632;0.0;0.0
6;DE923;8.616511338474973;;;0.9998189418690876;0.00018105813091240375;0.00014180912042272137;0.0;0.0
7;DE94E;7.10399390024858;;;0.9991788587186538;0.0008211412813462493;0.0004705186029826097;0.0;0.0
8;DE94F;6.96764002569068;;;0.9990590132088268;0.0009409867911731595;0.0004162711733436819;0.0;0.0
9;DE94G;7.759770435996546;;;0.9995736273801523;0.0004263726198476814;0.00019638688482524102;0.0;0.0
10;DEA59;9.725448810898401;;;0.9999402599885011;5.9740011498887746e-05;2.6091926554173926e-05;0.0;0.0
11;DEA5A;8.993859723139456;;;0.9998758455105712;0.00012415448942881824;0.00032049137946834645;0.0;0.0
12;DEA5B;9.025600355554383;;;0.9998797239017048;0.00012027609829523556;0.0002747082404747512;0.0;0.0
13;DEA5C;9.268735150937713;;;0.9999056811481035;9.431885189647993e-05;0.00012818431600814518;0.0015119885816000842;1.4262247908548853e-07
14;DEB11;9.159669762321403;;;0.9998948134328415;0.0001051865671585217;4.955173959257328e-05;0.0;0.0
15;AT321;4.53458194155318;;;0.9893825474143101;0.010617452585689913;0.01689100943308181;0.0012240623640407862;1.3135893842170475e-05
16;AT322;6.105965205476514;;;0.997775431360717;0.0022245686392829978;0.003813266595372296;0.004389141423779181;9.785715360220715e-06
17;AT323;9.152707953092051;;;0.9998940786669099;0.00010592133309006435;0.00033395678118066394;0.0;0.0
18;DE925;8.195463452801793;;;0.9997241737217714;0.00027582627822864136;0.00012327853705410545;0.0;0.0
19;DE926;6.176524795073014;;;0.9979266720871957;0.002073327912804346;0.0008727823525235187;0.0;0.0
20;DE927;6.2372686765112455;;;0.9980486268136446;0.0019513731863554096;0.0019734692879931227;0.0;0.0
21;DE928;9.750845448968215;;;0.9999417579929333;5.824200706672222e-05;3.813258572979024e-05;0.0;0.0
